stage,event,gender,age,industry,profession,traffic,coach,head_gender,greywage,way ,extraversion,independ,selfcontrol,anxiety,novator
0,f,34,Retail,HR,rabrecNErab,no,f,white,car,6.2,5.5,6.4,7.1,6,
0,f,42,Mining,HR,friends,no,m,white,bus,4.6,6.2,7.2,6.3,6,
0,f,27,PowerGeneration,Finanñe,youjs,my head,m,white,bus,6.2,3.4,6.4,7.1,6.7,
0,f,35,manufacture,HR,friends,no,m,white,car,7,4.1,6.4,6.3,6.7,
0,f,37,Consult,HR,friends,no,m,white,bus,6.2,6.2,2.6,4.8,8.3,
0,f,37,Consult,HR,friends,no,m,white,bus,5.4,7.6,4.9,2.5,6.7,
0,f,30,IT,HR,empjs,no,m,grey,bus,10,3.4,3.3,4,7.5,
1,f,27,Retail,HR,youjs,no,m,white,car,8.6,4.8,7.2,4,3.7,
0,m,26,Mining,HR,rabrecNErab,my head,m,white,car,7,3.4,4.9,7.9,9,
0,f,27,IT,HR,rabrecNErab,no,m,white,bus,7,6.2,4.1,4.8,8.3,
1,f,23,Building,HR,friends,no,f,white,bus,7,5.5,4.1,5.6,8.3,
0,f,54,etc,HR,friends,no,m,white,car,4.6,8.4,5.7,4,4.4,
0,f,21,Retail,HR,empjs,my head,f,white,bus,2.2,4.8,8.7,7.9,5.2,
0,f,21,Retail,HR,empjs,my head,f,white,bus,3.8,3.4,8.7,7.1,3.7,
0,f,32,Telecom,HR,KA,no,m,white,car,7.8,4.8,2.6,8.7,7.5,
0,f,32,Telecom,HR,KA,no,m,white,car,8.6,4.1,1.8,8.7,8.3,
0,f,25,manufacture,HR,youjs,my head,f,white,foot,4.6,7.6,9.5,2.5,1.3,
0,f,25,manufacture,HR,youjs,my head,f,white,foot,5.4,5.5,7.2,5.6,2.9,
0,f,28,Retail,HR,youjs,no,f,white,car,5.4,5.5,6.4,2.5,4.4,
0,f,33,Retail,HR,youjs,no,m,white,bus,1.4,6.9,8,6.3,5.2,
0,f,23,Retail,HR,rabrecNErab,no,m,white,bus,5.4,5.5,5.7,4.8,9.8,
0,f,31,Retail,HR,empjs,my head,f,white,bus,5.4,7.6,6.4,4.8,6,
0,f,31,Retail,HR,empjs,my head,f,white,bus,6.2,6.2,6.4,4,6,
1,f,23,Retail,HR,youjs,no,f,white,car,7.8,4.8,3.3,6.3,7.5,
0,f,46,IT,HR,friends,yes,f,white,bus,3,6.9,6.4,5.6,6,
0,f,46,IT,HR,friends,yes,f,white,bus,7,6.2,5.7,4.8,4.4,
1,f,34,Banks,HR,youjs,no,f,white,bus,1.4,6.9,8,4,5.2,
0,f,26,Retail,Commercial,empjs,yes,f,white,bus,3.8,4.8,7.2,5.6,4.4,
0,f,30,RealEstate,HR,empjs,no,m,grey,car,7.8,4.8,3.3,5.6,6.7,
0,f,30,RealEstate,HR,empjs,no,m,grey,car,10,4.1,1.8,6.3,8.3,
0,f,29,Retail,HR,empjs,my head,f,white,bus,6.2,6.9,8.7,3.3,2.9,
0,f,32,IT,HR,referal,no,f,white,bus,4.6,7.6,4.1,4.8,6,
0,m,37,IT,IT,youjs,no,m,white,foot,4.6,6.2,4.9,6.3,4.4,
0,f,39,etc,HR,youjs,no,m,white,bus,7,4.8,6.4,5.6,5.2,
0,f,50,Building,HR,rabrecNErab,no,m,white,bus,6.2,6.2,6.4,3.3,6.7,
0,f,51,Consult,HR,empjs,no,m,white,bus,3.8,7.6,5.7,6.3,5.2,
0,f,33,IT,HR,rabrecNErab,my head,f,white,bus,3.8,6.2,6.4,4.8,6.7,
0,f,25,Retail,PR,friends,my head,f,white,bus,7,9.1,1.8,4.8,6,
0,f,32,manufacture,HR,rabrecNErab,no,m,white,bus,3.8,5.5,8.7,3.3,3.7,
0,f,32,manufacture,HR,rabrecNErab,no,m,white,bus,3,6.9,6.4,3.3,2.9,
0,m,23,manufacture,IT,youjs,no,m,white,bus,5.4,4.8,5.7,6.3,5.2,
0,f,38,manufacture,HR,youjs,no,f,white,foot,7,1.9,9.5,5.6,6,
0,f,38,manufacture,HR,youjs,no,f,white,foot,6.2,2.6,8.7,6.3,6,
0,f,38,manufacture,HR,youjs,no,f,white,foot,5.4,2.6,10,3.3,3.7,
0,f,38,manufacture,HR,youjs,no,f,white,foot,4.6,5.5,10,2.5,5.2,
0,f,27,Retail,HR,youjs,my head,m,grey,bus,7,4.8,6.4,4.8,7.5,
1,f,39,Building,HR,KA,no,m,grey,bus,8.6,4.8,3.3,4,6.7,
0,f,29,etc,HR,rabrecNErab,my head,f,white,bus,6.2,7.6,4.1,4,8.3,
0,f,31,Consult,HR,KA,no,m,grey,car,7,6.9,1.8,6.3,10,
0,f,32,Banks,HR,rabrecNErab,no,m,grey,bus,6.2,2.6,2.6,10,7.5,
0,m,24,Consult,HR,youjs,my head,m,white,bus,6.2,4.8,6.4,7.1,7.5,
0,f,24,PowerGeneration,HR,rabrecNErab,yes,f,white,bus,4.6,6.9,7.2,5.6,4.4,
0,f,24,PowerGeneration,HR,rabrecNErab,yes,f,white,bus,6.2,4.8,4.9,4.8,3.7,
0,m,26,IT,IT,youjs,my head,f,white,bus,4.6,4.1,6.4,4.8,4.4,
0,f,30,Retail,Sales,youjs,my head,f,white,bus,6.2,4.8,5.7,5.6,8.3,
1,f,33,manufacture,HR,recNErab,no,m,white,car,6.2,4.8,2.6,5.6,6.7,
1,f,34,Retail,HR,youjs,no,f,white,bus,3.8,7.6,8.7,4,4.4,
1,f,22,Building,HR,rabrecNErab,my head,f,white,car,6.2,7.6,6.4,2.5,4.4,
0,f,28,manufacture,HR,youjs,no,m,white,bus,3.8,6.2,6.4,5.6,3.7,
0,f,41,Retail,HR,rabrecNErab,no,m,white,bus,1.4,4.8,8.7,5.6,2.1,
0,f,41,Retail,HR,rabrecNErab,no,m,white,bus,3,8.4,8,3.3,2.1,
1,m,27,Retail,Sales,empjs,no,m,white,bus,3,4.1,9.5,7.1,5.2,
0,f,29,IT,HR,youjs,my head,m,white,bus,6.2,6.2,4.9,5.6,6,
0,f,35,etc,HR,youjs,no,m,white,car,4.6,4.8,8,6.3,4.4,
1,f,25,IT,HR,youjs,no,m,white,car,5.4,4.8,6.4,6.3,7.5,
0,m,33,Retail,HR,youjs,my head,f,white,bus,2.2,7.6,6.4,4.8,7.5,
1,f,22,IT,HR,friends,my head,f,white,bus,3,5.5,9.5,6.3,3.7,
1,m,24,manufacture,Marketing,empjs,my head,m,white,car,7.8,5.5,1.8,6.3,6.7,
0,f,23,Banks,HR,empjs,my head,f,white,bus,3.8,6.2,6.4,7.1,5.2,
0,m,27,IT,HR,empjs,no,f,grey,bus,7.8,4.8,3.3,6.3,6.7,
0,m,27,transport,HR,friends,no,f,white,bus,3,7.6,8.7,3.3,2.9,
0,f,30,manufacture,HR,rabrecNErab,no,f,white,car,7,5.5,4.1,5.6,6.7,
1,f,26, HoReCa,HR,friends,no,m,white,bus,6.2,2.6,4.9,7.9,6,
1,m,30,Banks,Finanñe,rabrecNErab,my head,m,white,car,3.8,4.8,9.5,4,2.1,
0,m,32,etc,HR,KA,no,f,white,bus,5.4,9.1,4.9,3.3,6.7,
0,f,38,Banks,HR,recNErab,yes,m,white,car,3.8,6.9,4.1,5.6,3.7,
0,f,34,manufacture,HR,rabrecNErab,yes,m,white,bus,4.6,5.5,7.2,4.8,6,
0,f,26,Retail,HR,empjs,no,m,white,car,6.2,2.6,8,6.3,7.5,
1,f,22,PowerGeneration,HR,recNErab,no,m,white,bus,7,4.8,4.9,6.3,7.5,
1,f,21,manufacture,Finanñe,rabrecNErab,my head,f,white,car,5.4,4.1,6.4,6.3,7.5,
0,f,28,IT,HR,recNErab,no,f,white,bus,6.2,6.9,1.8,5.6,7.5,
0,m,32,manufacture,HR,KA,no,m,white,bus,2.2,4.1,5.7,8.7,6,
1,f,24,Retail,Commercial,youjs,my head,m,white,bus,4.6,7.6,7.2,3.3,6.7,
0,m,49,Retail,Finanñe,rabrecNErab,no,m,white,bus,7,4.8,4.9,7.1,6,
1,f,23,manufacture,Commercial,youjs,my head,f,white,bus,6.2,3.4,6.4,7.1,2.9,
1,f,42,Retail,HR,empjs,no,m,grey,bus,3.8,5.5,5.7,4.8,3.7,
0,f,45,Retail,HR,friends,no,f,white,foot,3.8,6.9,8,6.3,5.2,
0,m,23,Retail,HR,empjs,no,f,white,car,4.6,1.9,7.2,5.6,7.5,
0,f,40,manufacture,HR,youjs,yes,m,white,bus,6.2,6.2,6.4,5.6,5.2,
0,f,25,Retail,HR,youjs,no,m,white,bus,7.8,3.4,5.7,5.6,8.3,
0,f,29,Retail,HR,empjs,my head,f,white,bus,6.2,6.9,8.7,3.3,2.9,
0,m,42,manufacture,Engineer,youjs,no,m,white,car,1.4,4.1,9.5,7.1,5.2,
0,m,32,etc,HR,recNErab,no,f,white,car,5.4,5.5,4.9,8.7,7.5,
0,f,37,Telecom,HR,empjs,no,f,white,bus,3.8,8.4,4.9,4,8.3,
0,f,22,Consult,HR,youjs,my head,f,white,foot,6.2,4.1,8,4,1.3,
0,f,22,Consult,HR,youjs,my head,f,white,foot,4.6,4.1,9.5,6.3,1.3,
0,m,27,Retail,Sales,referal,no,m,white,car,3.8,6.2,4.1,7.9,5.2,
0,f,28,etc,HR,youjs,no,m,white,bus,3.8,6.2,6.4,5.6,3.7,
0,m,31,Retail,Consult,youjs,no,f,white,bus,5.4,4.8,2.6,8.7,9.8,
0,m,38,manufacture,HR,KA,no,f,white,car,5.4,4.1,8,7.1,8.3,
0,m,38,manufacture,HR,KA,no,f,white,car,3,5.5,7.2,7.9,6,
0,f,23,Telecom,HR,rabrecNErab,my head,f,white,bus,2.2,6.2,8.7,4,2.1,
0,f,36,Retail,HR,KA,no,f,white,bus,4.6,6.9,3.3,6.3,9,
0,f,22,IT,HR,youjs,my head,m,white,bus,7.8,8.4,2.6,4,6.7,
0,f,22,IT,HR,youjs,my head,m,white,bus,7.8,7.6,3.3,4.8,6.7,
0,f,40,State,HR,friends,no,f,white,bus,3,6.9,8,4,3.7,
0,f,22,IT,IT,empjs,my head,m,white,foot,7,3.4,4.9,7.1,6.7,
0,m,37,Mining,Law,friends,no,m,white,car,3,4.8,4.1,7.1,7.5,
1,f,25,Mining,HR,KA,yes,f,white,foot,7,6.2,6.4,4,5.2,
0,m,37,Retail,Sales,friends,my head,m,white,bus,6.2,4.1,4.9,7.9,6.7,
0,m,30,Telecom,Sales,empjs,my head,f,grey,car,5.4,2.6,3.3,7.9,6,
0,f,24,Banks,HR,youjs,yes,f,white,bus,4.6,6.2,5.7,6.3,6.7,
1,f,35,Consult,Consult,friends,no,f,white,bus,5.4,5.5,3.3,4.8,6.7,
0,m,30,Retail,Commercial,recNErab,no,m,grey,car,3.8,4.1,8.7,4.8,5.2,
0,m,30,Retail,Commercial,recNErab,no,m,grey,car,5.4,3.4,9.5,6.3,3.7,
0,m,30,etc,Commercial,recNErab,no,m,grey,car,3.8,4.1,8.7,4.8,5.2,
0,m,30,etc,Commercial,recNErab,no,m,grey,car,5.4,3.4,9.5,6.3,3.7,
0,m,36,Telecom,HR,friends,my head,f,white,car,5.4,4.8,6.4,4.8,6.7,
0,f,30,Banks,HR,rabrecNErab,yes,f,white,car,4.6,6.9,4.1,6.3,7.5,
0,f,25,IT,HR,youjs,yes,f,white,bus,6.2,3.4,7.2,2.5,3.7,
0,f,25,IT,HR,youjs,yes,f,white,bus,6.2,5.5,7.2,7.1,4.4,
1,f,25,IT,HR,empjs,yes,f,white,bus,6.2,8.4,5.7,4,6,
1,f,26,Agriculture,HR,friends,no,f,white,car,3,3.4,6.4,7.1,6,
1,f,21,Consult,HR,youjs,my head,m,white,bus,5.4,6.9,7.2,2.5,4.4,
0,m,22,Banks,IT,friends,my head,m,white,bus,5.4,5.5,6.4,7.9,6,
1,f,25,Retail,HR,youjs,no,m,white,car,4.6,2.6,8,4,2.9,
0,f,31,IT,HR,youjs,no,f,white,car,4.6,3.4,7.2,7.1,4.4,
0,m,33,Consult,Consult,youjs,yes,m,white,bus,5.4,4.8,2.6,7.9,9,
0,f,38,etc,HR,friends,no,m,white,bus,7.8,7.6,2.6,5.6,7.5,
0,m,24,State,IT,empjs,my head,m,white,bus,6.2,3.4,2.6,7.1,5.2,
0,m,30,Retail,HR,youjs,no,m,white,bus,7.8,2.6,4.1,8.7,6.7,
0,f,32,manufacture,HR,youjs,no,m,white,bus,4.6,2.6,7.2,6.3,5.2,
0,f,28,Mining,HR,empjs,my head,f,white,car,5.4,4.8,4.9,7.9,5.2,
0,m,24,etc,Marketing,rabrecNErab,my head,f,white,bus,6.2,5.5,3.3,7.9,6.7,
0,m,36,manufacture,manage,friends,no,m,white,car,4.6,4.8,4.1,7.1,10,
0,f,26,IT,IT,empjs,no,m,white,foot,6.2,5.5,5.7,6.3,5.2,
0,f,26,Banks,HR,youjs,no,f,white,car,6.2,6.2,5.7,5.6,7.5,
0,f,26,Banks,HR,youjs,no,f,white,car,6.2,7.6,4.1,4.8,9,
1,f,26,Retail,HR,KA,no,f,white,bus,7,5.5,4.9,4.8,7.5,
0,m,30,Banks,Marketing,youjs,no,m,white,bus,7,2.6,4.1,8.7,9,
0,m,37,Retail,Sales,friends,my head,m,white,bus,6.2,4.1,4.9,7.9,6.7,
1,f,31,PowerGeneration,HR,youjs,no,f,white,bus,6.2,2.6,4.9,6.3,6.7,
0,m,26,transport,etc,referal,my head,m,white,bus,6.2,3.4,5.7,6.3,7.5,
1,m,44,manufacture,BusinessDevelopment,youjs,no,m,white,car,3,6.2,10,4,3.7,
1,f,23,Consult,HR,empjs,no,f,white,bus,3.8,4.1,8,7.9,5.2,
0,m,33,PowerGeneration,manage,friends,no,m,white,bus,4.6,6.2,9.5,5.6,4.4,
0,f,31,State,etc,advert,no,f,white,foot,9.4,5.5,3.3,3.3,5.2,
0,m,36,manufacture,HR,friends,no,m,white,bus,7,4.8,4.1,4,4.4,
1,f,39,manufacture,HR,youjs,no,m,white,bus,2.2,9.8,7.2,3.3,2.1,
0,f,29,Retail,HR,KA,my head,f,white,bus,4.6,4.1,8.7,4.8,4.4,
1,f,32,Banks,HR,recNErab,no,m,white,bus,7.8,7.6,4.1,1.7,5.2,
0,f,41,Retail,HR,youjs,no,m,grey,car,7.8,7.6,4.1,1.7,5.2,
0,m,25,etc,etc,referal,yes,m,white,car,4.6,5.5,8.7,4,3.7,
1,m,34,Banks,BusinessDevelopment,referal,no,m,white,bus,9.4,4.8,4.1,7.1,5.2,
1,m,34,Banks,BusinessDevelopment,referal,no,m,white,bus,7.8,4.8,3.3,7.1,5.2,
0,f,43,Pharma,HR,youjs,no,f,white,car,4.6,5.5,3.3,7.9,7.5,
0,m,54,Retail,Sales,empjs,my head,m,white,bus,7.8,2.6,4.9,8.7,7.5,
0,m,30,IT,Sales,recNErab,no,f,white,foot,7.8,3.4,1.8,7.1,7.5,
0,f,23,etc,HR,youjs,my head,f,white,bus,7,8.4,4.9,3.3,6.7,
1,m,22,IT,IT,youjs,no,m,white,bus,3.8,7.6,4.9,5.6,6,
0,f,35,etc,HR,rabrecNErab,no,f,white,bus,6.2,5.5,4.9,6.3,6,
0,f,37,Building,HR,rabrecNErab,no,m,white,bus,6.2,2.6,7.2,7.1,2.9,
0,m,23,Consult,Marketing,advert,my head,m,white,foot,6.2,6.2,7.2,4.8,5.2,
0,f,26,IT,HR,youjs,yes,m,grey,bus,3.8,3.4,8.7,7.1,6,
0,m,47,IT,Consult,rabrecNErab,no,m,white,bus,1.4,5.5,6.4,10,5.2,
0,m,47,IT,Consult,rabrecNErab,no,m,white,bus,2.2,5.5,7.2,9.4,6,
1,f,27,Retail,HR,youjs,my head,f,white,car,6.2,6.9,4.1,5.6,6,
0,f,34,IT,BusinessDevelopment,friends,my head,m,white,car,4.6,4.1,4.9,9.4,6.7,
0,m,25,Retail,etc,youjs,no,f,white,bus,4.6,4.8,6.4,7.9,6.7,
0,m,29,Retail,Finanñe,youjs,yes,m,white,bus,3.8,2.6,9.5,7.1,2.1,
1,f,31,Telecom,HR,rabrecNErab,no,m,white,bus,9.4,8.4,3.3,3.3,8.3,
1,f,31,transport,HR,empjs,no,m,white,bus,7,4.8,6.4,2.5,4.4,
1,f,32,manufacture,HR,empjs,no,m,white,car,5.4,4.8,7.2,4,8.3,
1,f,36,etc,HR,youjs,no,m,white,bus,4.6,4.1,6.4,7.1,2.1,
1,f,36,etc,HR,youjs,no,m,white,bus,5.4,3.4,6.4,4.8,2.9,
0,f,34,Retail,HR,youjs,my head,f,grey,car,4.6,4.8,4.1,7.1,9,
0,f,39,manufacture,HR,empjs,no,m,white,bus,7.8,4.1,2.6,7.9,6.7,
1,f,38,Building,HR,empjs,yes,f,grey,bus,3.8,4.1,5.7,4.8,9,
1,m,29,Retail,Sales,friends,my head,m,white,bus,8.6,4.8,2.6,8.7,7.5,
0,f,32,Retail,HR,rabrecNErab,no,m,grey,car,6.2,4.8,5.7,4,7.5,
0,f,32,IT,IT,youjs,my head,m,white,car,9.4,6.2,4.1,4.8,7.5,
0,f,32,IT,IT,youjs,my head,m,white,car,7,6.2,5.7,4.8,5.2,
0,f,23,etc,etc,youjs,no,f,white,bus,5.4,6.2,7.2,3.3,2.1,
1,f,25,Retail,manage,rabrecNErab,no,m,white,bus,4.6,5.5,6.4,5.6,7.5,
1,m,34,IT,Sales,friends,no,m,white,car,3,6.2,8,4.8,2.9,
0,f,43,Consult,Consult,empjs,yes,m,white,foot,6.2,5.5,3.3,7.9,9,
0,m,30,IT,IT,empjs,my head,m,white,car,3.8,5.5,2.6,9.4,3.7,
0,f,31,manufacture,HR,referal,my head,f,white,car,9.4,5.5,2.6,4.8,5.2,
0,f,25,Banks,HR,youjs,yes,m,white,car,7,2.6,4.9,7.9,5.2,
0,f,22,Consult,manage,youjs,my head,m,white,bus,7,4.8,5.7,7.1,7.5,
0,m,41,Agriculture,etc,youjs,no,f,white,car,3.8,6.9,2.6,7.1,6.7,
0,f,32,manufacture,HR,KA,no,m,white,bus,7,9.1,3.3,2.5,6,
1,m,21,Retail,manage,friends,no,f,grey,foot,4.6,6.9,4.9,7.1,6,
0,f,29,etc,HR,rabrecNErab,no,f,white,car,6.2,9.1,4.1,3.3,6.7,
0,f,29,etc,HR,rabrecNErab,no,f,white,car,7,7.6,3.3,3.3,6.7,
0,m,25,Retail,IT,empjs,my head,m,white,bus,4.6,6.9,2.6,4.8,6,
1,f,27,etc,HR,youjs,my head,f,white,bus,3.8,9.1,4.1,4.8,4.4,
1,f,32,Banks,HR,youjs,no,m,white,bus,3.8,4.1,6.4,7.9,6.7,
1,m,39,Mining,etc,friends,no,m,white,foot,3.8,6.9,4.1,7.1,7.5,
0,m,28,manufacture,HR,youjs,my head,f,white,car,6.2,3.4,4.9,6.3,6.7,
0,f,28,Banks,Sales,KA,no,m,white,car,7.8,4.8,3.3,6.3,7.5,
0,f,32,Retail,HR,recNErab,yes,m,white,bus,8.6,3.4,3.3,6.3,2.1,
0,m,32,IT,IT,empjs,my head,m,white,bus,3.8,7.6,4.9,4.8,4.4,
1,f,45,manufacture,HR,KA,no,m,grey,bus,5.4,4.1,8,4.8,3.7,
1,f,45,manufacture,HR,KA,no,m,grey,bus,5.4,5.5,5.7,4,8.3,
1,f,45,manufacture,HR,KA,no,m,grey,bus,3.8,8.4,5.7,3.3,7.5,
0,f,31,Consult,HR,youjs,my head,m,white,bus,2.2,6.9,6.4,4.8,2.1,
1,m,23,Banks,HR,rabrecNErab,my head,f,white,bus,4.6,7.6,5.7,4,5.2,
1,f,22,PowerGeneration,HR,recNErab,no,m,white,bus,7,4.8,4.9,6.3,7.5,
0,m,32,IT,IT,referal,yes,m,white,car,7,4.1,4.1,5.6,6,
0,f,20,IT,IT,empjs,my head,m,white,bus,9.4,4.8,2.6,4.8,9,
0,f,34,Retail,HR,youjs,no,f,white,car,9.4,5.5,1.8,4.8,6.7,
1,f,19,Agriculture,etc,referal,no,m,white,car,9.4,6.2,3.3,4,6,
0,m,38,Retail,Sales,KA,no,m,white,bus,7,2.6,6.4,5.6,5.2,
0,f,33,Retail,BusinessDevelopment,friends,my head,m,white,foot,4.6,3.4,6.4,6.3,6.7,
1,f,43,Retail,HR,empjs,no,f,white,bus,7,5.5,4.1,4,5.2,
0,f,38,manufacture,HR,friends,my head,f,white,bus,5.4,4.8,5.7,4,3.7,
1,f,27,Retail,HR,youjs,yes,f,grey,car,7.8,5.5,5.7,6.3,6,
0,m,34, HoReCa,IT,referal,no,m,white,bus,3.8,5.5,6.4,4,4.4,
1,m,24,Mining,Engineer,referal,no,m,white,bus,3.8,6.2,8,4,2.9,
1,m,36,Retail,etc,empjs,no,m,white,bus,3.8,4.1,8.7,6.3,5.2,
1,m,29,etc,PR,friends,no,m,white,bus,7,6.2,2.6,6.3,7.5,
0,m,43,IT,Sales,rabrecNErab,no,m,white,car,6.2,3.4,4.9,7.9,5.2,
0,f,39,transport,HR,friends,no,f,white,bus,3,7.6,7.2,4,7.5,
0,f,39,transport,HR,friends,no,f,white,bus,1.4,8.4,8,4.8,6,
0,m,31,IT,IT,youjs,no,m,white,bus,7.8,3.4,1.8,8.7,6.7,
0,m,34,IT,IT,referal,no,m,grey,bus,3.8,5.5,6.4,4,4.4,
0,f,31,Retail,HR,referal,yes,m,white,foot,6.2,6.2,3.3,4,9,
0,f,31,Retail,HR,referal,yes,m,white,foot,5.4,6.2,4.9,6.3,7.5,
0,f,22,Retail,HR,youjs,yes,f,white,bus,8.6,4.8,2.6,7.1,8.3,
1,m,41,Consult,HR,youjs,no,m,white,bus,3.8,4.1,6.4,9.4,6,
0,m,25,manufacture,HR,friends,no,f,white,bus,5.4,4.8,6.4,7.1,8.3,
0,f,19,IT,HR,youjs,yes,f,white,bus,7,2.6,6.4,7.1,2.1,
0,m,41,IT,IT,youjs,no,m,white,foot,5.4,4.1,4.9,7.9,7.5,
0,f,27,IT,HR,youjs,no,m,white,bus,3,5.5,6.4,6.3,4.4,
0,m,48,manufacture,Marketing,friends,no,m,white,bus,1.4,6.9,6.4,8.7,6,
0,f,27,Banks,HR,youjs,no,f,white,bus,9.4,5.5,3.3,4,7.5,
0,f,41,Banks,HR,rabrecNErab,my head,m,white,bus,8.6,3.4,2.6,4.8,8.3,
0,f,41,Banks,HR,rabrecNErab,my head,m,white,bus,8.6,3.4,2.6,4.8,8.3,
0,f,34,Telecom,Accounting,KA,no,f,white,bus,4.6,5.5,7.2,6.3,3.7,
0,f,51,Consult,HR,empjs,no,m,grey,bus,3.8,7.6,5.7,6.3,5.2,
0,f,29,Retail,HR,youjs,no,f,white,car,9.4,1.2,4.1,5.6,6.7,
